ID,SU
saksikan,saksian
saku,pésak
salah,
salahnya,salahna
salam,
salat,solat
salinan,
saling,pating
saling,papada
saling,silih
sama,sarua
sama-sama,pada-pada
samawi,
sambil,bari
sambungnya,sambungna
sambutan,pangbagéa
sambutannya,pangbagéana
sampah,runtah
sampai,nepi ka
sampan,parahu
samper,sampeur
samperin,sampeurkeun
samping,gigireun / sabeulah
sana,ditu
sandera,sandra
sangat,pohara
sangat,kacida
sanggul,
sanggup,sanggup
sangka,
sangkar,kurung
sangkut,cangkol
sanksi,hukuman
santai,salsé
santai,antaré
sapi,
saran,bongbolongan
sarapan,mumuluk
sastra,
sate,saté
satria,
satu,hiji
satu-satunya,hiji-hijina
satuan,hijian
saudara,baraya
saung,
sawah,sérang
saya,kuring
sayang,nyaah
sayang,lebar
sayangnya,hanjakalna
sayap,jangjang
sayup-sayup,hawar-hawar
seakan,kawas
seandainya,lamun
seantero,sakuliah
searah,saarah
sebab,sabab
sebabnya,sababna
sebagai,minangka
sebagaimana,sakumaha
sebagainya,sajabana
sebagian,sawaréh
sebagian,sabagian
sebaiknya,leuwih hadé
sebal,sebel
sebaliknya,sabalikna
sebalnya,sebelna
sebangsa,sabangsa
sebanyak,saloba
sebatang,sabatang
sebelah,palebah
sebelah,sabeulah
sebelahnya,gigireunana
sebelas,sabelas
sebelum,saméméh
sebelumnya,saméméhna
sebenarnya,sabenerna
sebenernya,sabenerna
sebentar,sakeudeung
sebentar,sakeudeung 
seberang,peuntas
seberang,sabrang
seberapa,sabaraha
sebesar,sagedé
sebesar-besarnya,sagedé-gedéna
sebetulnya,sabenerna
sebuah,hiji
sebulan,sabulan
sebut,
sebutan,
secangkir,sacangkir
secara,sacara
secepatnya,sagancangna
sedang,keur
sedangkan,sedengkeun
sedap,sedep
sedemikian,sakitu
sederhana,basajan
sedia,cawis
sedih,hanjelu
sedikit,saeutik
sedikitnya,saeutikna
sedot,
seduh,tinyuh
seember,saémbér
seenaknya,sahabekna
segala,sagala
segan,ajrih
segar,seger
segelas,sagelas
segenap,sakabéh
segera,geura-giru
segi,sagi
sehabis,sabéak
seharga,saharga
sehari,sapoé
sehari-hari,sapopoé
seharian,sapoé jeput
seharusnya,sakuduna
sehat,cageur
sehingga,ku kituna
seimbang,saimbang
sejajar,sajajar
sejak,saprak
sejalan,saluyu
sejarah,sajarah
sejarahnya,sajarahna
sejati,sajati
sejauh,sajauh
sejumlah,sajumlah
sejuta,sajuta
sekadar,saukur
sekali,sakali
sekalian,sakalian
sekaligus,sakaligus
sekampung,sakampung
sekarang,ayeuna
sekarang,ayeuna
sekarang,kiwari
sekarat,sakarat
sekat,aling
sekecil,saleutik
sekedar,saukur
sekejap,sakotéap
sekeras,satarik
sekian,sakitu
sekilas,sakolébat
sekiranya,sakirana
sekitar,kira-kira
sekitarnya,sakurilingna
sekolah,sakola
sekolahnya,sakolana
sekongkol,samiuk
sekotamadya,sakotamadya
sekrup,
seks,séks
sekuat-kuatnya,satakerna
sekurang-kurangnya,sakurang-kurangna
sel,sél
sela,antara
selain,sajaba
selaku,salaku
selalu,sok
selama,salila
selamanya,salawasna
selamat,wilujeng
selamat,rahayu
selamat,salamet
selamat,jamuga
selamatkan,salametkeun
selangkangan,palangkakan
selanjutnya,saterusna
selasa,salasa
selat,gupitan
selatan,kidul
selebihnya,saleuwihna
selebriti,
selendang,karémbong
selengkapnya,salengkepna
selesai,réngsé
selesaikan,pungkaskeun
selimut,simbut
selingkuh,nyandung
selisih,ganjor
selisihnya,ganjorna
selisik,salisik
selokan,kamalir
seluas,salega
seluas-luasnya,sajembar-jembarna
selubung,solobong
selular,sélular
selundupan,sulundupan
seluruh,sakumna
semacam,sarupaning
semakin,beuki
semalam,sapeuting
semangat,sumanget
semangatnya,sumangetna
semasa,sawaktu
semaunya,sakahayangna
sembarang,sambarang
sembari,bari
sembelih,peuncit
sembilan,salapan
sembilu,hinis
sembunyi-sembunyi,rerencepan
semena-mena,telenges
semenjak,saprak
sementara,samentara
semestinya,sakuduna
semiliar,samilyar
semilyar,samilyar
seminar,
semoga,muga
sempat,sempet
sempit,heureut
sempit(rumah),rupek
sempitnya,heureutna
sempoyongan,dalugdag-daligdeg
sempurna,sampurna
semua,kabéh
semua,saréréa
semuanya,kabéhanana
semula,mimitina
semut,sireum
senandung,hariring
senang,gumbira
senantiasa,sok
senapan,bedil
senapannya,bedilna
senat,sénat
senator,sénator
sendiri,sorangan
sendirian,sorangan
sendok,séndok
seng,sééng
sengaja,ngahaja
senggol,todél
sengsara,tunggara
seni,
senilai,saajén
senilai,sajumlah
senin,senén
senjata,pakarang
senjatanya,pakarangna
sensitif,sénsitip
sentil,sintreuk
sentimeter,séntiméter
sentuh,toél
seolah,kawas lamun
seorang,saurang
sepadan,sabanding
sepak,sépak
sepakat,sapuk
sepakat,ragem
sepanjang,sapanjang
sepantasnya,sawajarna
separuh/sebagian,paro
sepasang,sapasang
sepatu,sapatu
sepatutnya,sawajarna
sepeda,sapédah
sepekan,saminggu
sepengetahuan,sakanyaho
sepenuhnya,sapinuhna
seperempat,saparapat
seperti,sabangsaning
seperti,saperti
seperti,kawas
sepertinya,jigana
sepet,kesed
sepi,
sepoi,hiliwir
sepoi-sepoi,hiliwir
september,séptember
sepuh,sipuh
sepulang,sabalikna
sepuluh,sapuluh
sepupu,misan
seragam,saragam
serak,peura
serakah,sarakah
seramai,saramé
serang,
serangkaian,sauntuyan
seratus,saratus
serba,sarwa
serbu,
serdadu,soldadu
seremonial,sérémonial
serempak,rampak
seri,gedeg
seri,séri
seribu,sarébu
serikat,sarikat
sering,mindeng
seringkali,remen ogé
sersan,
serta,sarta
sertifikat,sértipikat
serumah,saimah
serupa,sarupa
sesaat,sajongjonan
sesak,sesek
sesama,sasama
sesamanya,sasamana
sesekali,sakali-kali
seseorang,hiji jalma
sesuai,luyu
sesuatu,hiji hal
sesudahnya,satutasna
sesungguhnya,saéstuna
setahun,sataun
setanah,salemah
setapak,satapak
setara,sarimbag
setelah,sanggeus
setempat,satempat
setengah,satengah
seteru,musuh
seterusnya,saterusna
setia,satia
setianya,satiana
setiap,saban
setiap kali,unggal
setibanya,sanepina
setidak-tidaknya,sahenteuna
setidaknya,sahenteuna
setinggi,saluhur
setriliun,satrilyun
setrilyun,satrilyun
setuju,sapuk
seumpamanya,saupamana
seumur,saumur
seusai,saréngsé
sewajarnya,sabongbrong
sewaktu,sawaktu
sewaktu-waktu,sawaktu-waktu
shalat,solat
shaum,siam
sholat,solat
shubuh,subuh
sial,apes
siang,beurang 
siap,
siapa,saha
siapakah,saha téa
siapapun,saha ogé
siapkan,siapkeun
sibuk,riweuh
sidang,
sifat,sipat
sifatnya,sipatna
sigap,tapis
sih,da
sikap,daweung
sikap,dangong
silahkan,mangga
silakan,sumangga
silam,tiheula
silih,silih
silinder,
simak,regep
simbol,
simpan,simpen
simpul,tumbu
sindiran,
singkat,singget
singkatan,singgetan
singkong,sampeu
sini,dieu
sinilah,dieu
sinyalemen,kira-kira
sipil,
sipit,pétét
sirih,seureuh
sirip,cécépét
sisa,sésa
sisanya,sésana
sisi,
sisik,sisit
sisipan,rarangkén
sistem,
sistematis,
siswa,
situ,dinya
situasi,kaayaan
situlah,dinya
situs,loka
siuk,
siul,héot
skala,
skandal,
slogan,
slogannya,sloganna
soal,
soalnya,soalna
sobek,soéh
sodor,asong
solder,patri
sombong,songong
sombong-sombong,sarombong
sopan,
sopir,supir
sore,soré 
sorot,moncorong
sosial,
sreg,cocog
stadion,
stamina,
standar,
statusnya,statusna
strategi,
studi,
suami,salaki
suamiku,salaki kuring
suaminya,salakina
suara,gentra
suara,sora
suaranya,sorana
suasana,kaayaan
suatu,hiji
subdirektorat,
subjek,jejer
subsidi,subsidi
substitusi,gaganti
suci,
sudah,geus
suka,resep
sukarelawan,sukarélawan
sukses,suksés
suku,
sulit,hésé
sulitnya,héséna
sultan,
sulung,cikal
sumbang,
sumbangan,
sumber,asal
sumur,
sungai,walungan
sungguh,éstuning
sungguhan,nyaan
supaya,sangkan
suplemen,suplemén
surat,
suratnya,suratna
suruh,titah
susah,hésé
susahnya,héséna
susu,
susunan,
syarat,sarat
syariah,saréat
syariat,saréat
taat,
tabiat,tabéat
tablig,tablég
tabu,pamali
tadi,
tadinya,tadina
tagihan,
tahan,
tahu,nyaho
tahu,weruh
tahun,warsih
tahun,taun 
tahunan,taunan
tajam,seukeut
tak,teu
takabur,adigung
takabur,kumalungkung
takar,taker
takbiran,
takut,sieun
tambah,émboh
tambahan,
tambahnya,tambahna
tambat,uger
tampak,kasampak
tampaknya,kasampak
tampung,tandé
tamu,sémah
tanah,taneuh
tanahnya,taneuhna
tanam,pelak
tanaman,pepelakan
tanda,
tandan,turuy
tanduk,
tandus,angar
tangan,leungeun
tangannya,leungeunnya
tangga,
tanggal,
tanggalan,ping
tanggapan,waleran
tanggung,
tangis,ceurik
tangkapan,tangkepan
tangkis,takis
tangsi,
tani,
tanjung,ujung
tanjung,jojontor
tanpa,
tantangan,tangtangan
tanya,
tape,peuyeum
tapi,tapi
taraf,tingkat
target,udagan
tari,igel
tarif,
tarik,kenyang
taring,sihung
tata,
tatanan,
tatapan,paneuteup
tauhid,
taurat,
tawakal,tawekal
tawaran,
tawon,nyiruan
tebal,kedewil
tebal,kandel
tebalnya,kandelna
tebang,tuar
tebing,gawir
tebu,tiwu
teduh,iuh
tegak,ajeg
tegang,ranteng
tegang,panteng
tegang,rangkeng
tegap,tegep
tegar,teger
tegas,teges
tegaskan,tegeskeun
tegasnya,tegesna
teguh,
teh,téh
tekebur,takabur
teknik,téknik
teknis,téknis
teknologi,téknologi
tekun,leukeun
telah,geus
telak,nenggel
telan,legleg
telanjang,buligir
telanjang,taranjang
telanjur,kagok
telat,
telaten,tulatén
telekomunikasi,télékomunikasi
telepon,
televisi,télévisi
telinga,ceuli
telinganya,ceulina
teliti,taliti
teliti,tarapti
telpon,telepon
telungkup,ngadapang
telunjuk,curuk
telur,endog
tema,téma
teman,réncang
teman-temannya,babaturanana
temannya,baturna
tembaga,tambaga
tembakan,témbakan
tembakau,bako
tembem,cambepem
tembem,kebi
tembus,parat
tempat,
tempatnya,tempatna
tempo,témpo
tempurung,batok
temuan,timuan
temukan,manggihan
tenaga,tanaga
tenang,
tendangan,tajongan
tender,ténder
tengadah,dangah
tengah,keur
tengah,tengah
tengah,keur
tenggak,regot
tenggelam,tikerelep
tenggorokan,tikoro
tenggorokan,genggerong
tengkurap,ngadakom
tenis,tenis
tentang,ngeunaan
tentara,soldadu
tentu,tangtu
tentu,puguh
tentunya,tinangtu
tenun,tinun
teorinya,téorina
tepat,pas
tepatnya,benerna
tepung,tipung
terakhir,pamungkas
teralami,kasorang
teramati,katiténan
terampil,tabah
terancam,kaancam
terang,caang
terang,padang
terang-terangan,jelas
terangkut,kakunjal
terangnya,cenah
teraniaya,katandasa
terapi,tatamba
teras,tepas
terasa,karasaeun
terasi,tarasi
teratasi,katungkulan
terbagi,kabagi
terbahak-bahak,ceuceuleukeuteukan
terbakar,kabeuleum
terbang,ngapung
terbang,hiber
terbaru,panganyarna
terbatas,kawates
terbawa,kabawa
terbayang,kabayang
terbenam,surup
terbentuk,kabentuk
terbentur,ngageduk
terbesar,panggedéna
terbesar,pangbadagna
terbiasa,biasa
terbilang,kaitung
terbilang,kawilang
terbit,medal
terbongkar,kabongkar
terbuat,dijieun
terbuka,kabuka
terbukti,kabuktian
terburuk,panggoréngna
tercapai,kahontal
tercatat,kacatet
terdaftar,kadaptar
terdahulu,tiheula
terdapat,aya
terdekat,pangdeukeutna
terdengar,kadéngé
terdengarnya,kedengena
terdiri,diwangun
terendam,kakeueum
tergabung,kagabung
tergambarkan,kagambarkeun
terganggu,kagamah
terganggu,kaganggu
tergantung,gumantung
tergenang,kakeueum
tergenggam,kakeupeul
tergerak,kausikkeun
tergesa-gesa,dagdégdog
tergila-gila,kapéngpéongan
terguling,tiguling
terguling-guling,gogoléncéngan
terhadap,ka
terhambat,kahalangan
terhenti,kaeureunkeun
terhormat,dipihormat
terhubung,nyambung
terhuyung-huyung,rarampéolan
teriak,gorowok
teriak,corowok
teriakin,jorowokan
terigu,tarigu
terima,tarima
terimalah,pék tarima
teringat,kainget
terisi,kaeusi
terjadi,lumangsung
terjaga,kajaga
terjal,gurawés
terjang,tarajang
terjangkau,kahontal
terjemah,tarjamah
terjemahan,tarjamahan
terjengkang,tijengkang
terjerumus ,tikusruk
terjun,
terkadang,sakapeung
terkait,patali
terkandung,kaeusi
terkejut,kagét
terkena,kakeunaan
terkenal,kakoncara
terkenal,kasohor
terkenal,kawéntar
terkenal,kaceluk
terkenal,kahot
terkepung,katingker
terkulai,ngeplek
terlaksana,kabiruyungan
terlambat,telat
terlanjur,kagok
terlantar,katalayah
terlatih,kalatih
terlayani,kalayanan
terlebih,leuwih
terlentang,nangkarak
terlepas,leupas
terletak,perenahna
terlibat,kalibet
terlihat,katémbong
terlihat,katempo
terlihat,kasampak
terlihat,katénjo
terluka,tatu
terlunta-lunta,kadungsang-dungsang
terlupakan,kapopohokeun
termahal,pangmahalna
termasuk,kaasup
termenung,ngahuleng
ternak,ingon-ingon
ternama,kahot
ternyata,tétéla
terobos,torobos
teropong,toropong
teroris,téroris
terowongan,torowongan
terpaksa,kapaksa
terpanggang,kabeuleum
terpeleset,tikoséwad
terpenting,pangpentingna
terpenuhi,kapinuhan
terperangah,ngajenghok
terperosok,ngagebros
terpikir,kapikir
terpikirkan,kapikirkeun
terputus,kapegatkeun
tersangka,kasangka
tersebar,sumebar
tersebarnya,sumebarna
tersebut,kasebut
tersedia,sadia
tersembunyi,demit
tersenggol,kadupak
tersentak,ngajenghok
tersenyum,imut
tersenyum,mésem
tersenyum,kéom
tersesat,kasasar
tersipu-sipu,ngeleketek
tersisa,cangkaruk
tertahan,kaampeuh
tertahan,kakandeg
tertarik,kabita
tertarik,kabetot
tertawa,seuri
tertawa-tawa,saleuseurian
tertawaan,piseurieun
tertembak,katémbak
tertentu,nu tangtu
tertib,lantip
tertimbun,katuruban
tertinggal,tinggaleun
tertinggi,pangluhurna
tertitipi,katitipan
tertolong,katulung
tertuang,kacicikeun
tertulis,ditulis
tertunduk,tungkul
tertutup,katutup
tertutup(pintu),peundeut
tertutupi,katutupan
terukur,kaukur
terungkap,kaungkab
terus,terus
terus-menerus,mayeng
terutama,utamana
terwujud,kabiruyungan
terwujudnya,ngawujudna
tetangga,tatangga
tetap,tetep
tetapi,tapi
tetaplah,angger
tewas,tiwas
tewaskan,tiwaskeun
tiada,euweuh
tiang,tihang
tiap,unggal
tiba,anjog
tiba-tiba,dumadakan
tiba-tiba,ujug-ujug
tidak,henteu
tidak....saja,weléh
tidaklah,teu pisan-pisan
tidur,saré
tidur-tiduran,gégéléhéan
tiga,tilu
tikar,samak
tikus,beurit
timbangan,
timbulnya,timbulna
timbunan,bulenan
timur,wétan
tindak,lampah
tinggal,
tinggal,ancik
tinggalkan,tinggalkeun
tinggi,luhur
tingginya,jangkungna
tingkah,
tingkat,
tingkatkan,ronjatkeun
tinjau,langlang
tinjauan,langlangan
tinju,
tipe,
tipis,ipis
tipisnya,ipisna
tips,
tipu,
tirai,lalangsé
tirainya,lalangséna
tiri,téré
tiris,tuus
titik,
titip,pihapé
tiupan,
toko,
tokoh,inohong
tolak,tampik
toleransi,toléransi
tolong,tulung
tombak,tumbak
tomboy,jalingkak
tongkat,iteuk
tonjok,
tonjol,
topik,
total,
totol,tutul
tradisi,talari
triliun,
trinitas,
truk,treuk
tsb,kasebut
tua,kolot
tubuh,awak
tubuhnya,awakna
tugas,pancén
tugu,
tuhan,pangéran
tujuan,
tujuan,paran
tujuannya,tujuanana
tujuh,
tukar,tukeur
tuker,tukeur
tulang,
tuli,torék
tulis,
tulisan,
tuliskan,tuliskeun
tumbang,runtuh
tumbén,sinarieun
tumbuh,tumuwuh
tumbuh-tumbuhan,tutuwuhan
tumbuhnya,tumuwuhna
tumit,keuneung
tumpah,bahé
tumpang,
tumpas,tumpes
tumpul,mentud
tumpul,mintul
tunas,sirung
tunggal,
tunggu,
tunjang,
tunjuk,
tunjukkan,tunjukkeun
tuntut,tungtut
tuntutan,tungtutan
turun,
turunan,
turut,
tutup,
tutur,ceuk
tutur,unggel
tuyul,kecit
uang,duit
uang,artos
uap,saab
ubah,obah
uban,huis
ubun-ubun,embun-embunan
ucap,kedal
ucapan,omongan
ucapan,kedalan
udang,hurang
udang,ogan
udara,hawa
udel,bujal
ujar,ceuk
ujarnya,cenahna
ujub,
ujung,tungtung
ujungnya,tungtungna
ukuran,
ulah,kalakuan
ulama,ajengan
ulang,deui
ulat,hileud
umat,
umbi,beuti
umpama,upama
umpamanya,upamana
umpan,eupan
umrah,umroh
umum,parok
umum,
umumnya,umumna
umur,
undangan,ondangan
undangannya,ondanganna
unggul,punjul
ungkap,ungkab
ungkapan,babasan
ungkapnya,kedalna
ungu,bungur
ungu,wungu
unit,
universitas,
unsur,
untuk,ajang
untuk,jeungeun
untuk,pikeun
untung,
untungnya,untungna
upacara,
upaya,usaha
uraian,babaran
urusan,
usah,perlu
usaha,
usai,réngsé
usia,umur
usil,haru
usul,
usulan,bongbolongan
usus,peujit
utama,
utamanya,utamana
utang,sambetan
utara,kalér
utuh,beleger
utuh,gembleng
utusan,
utusannya,utusanna
valas,
verifikasi,
versi,vérsi
video,vidéo
wafatnya,maotna
wajah,beungeut
wajahnya,beungeutna
wajar,
wajib,
wakil,
wakil,wawakil
wakil-wakilnya,wakil-wakilna
waktu,
waktu,wanci
waktu,wayah
waktunya,waktuna
walau,cacak
walaupun,sanajan
wangi,seungit
wanita,awéwé
wanita,wanoja
wanita/istri,istri
waras,
warga,
warganegara,warganagara
warna,kelir
warnanya,warnana
wartawan,
warung,
watak,watek
wawancara,
wc,pacilingan
web,ramat
wewangian,seuseungitan
wibawa,komara
wibawanya,komarana
wilayah,wewengkon
wisata,
wudu,wulu
wujudnya,wujudna
ya,enya
yahudi,
yaitu,nyaéta
yakin,
yakni,nyaéta
yang,anu
yatim ,yatim
yayasan,
yg,anu
zabur,
zakat,
zaman,jaman
